title,sent_id,sentence
Puddletown,1,"The village is situated about northeast of the county town Dorchester and is sited by the River Piddle, from which it derives its name."
Puddletown,2,"It also used to be known as Piddletown, but this fell out of favour, probably because of the alternative meaning of the word "" piddle ""."
Puddletown,3,The name Puddletown rather than Piddletown was officially sanctioned in the late 1950s.
Puddletown,4,Puddletown's civil parish covers and extends to the neighbouring River Frome to the south.
Puddletown,5,"In 2013 the estimated population of the civil parish was 1,450."
Puddletown,6,"Puddletown's parish church has significant architectural interest, particularly its furnishings and monuments."
Puddletown,7,"It has a 12th - century font and well - preserved woodwork, including 17th - century box pews."
Puddletown,8,"Thomas Hardy took an interest in the church, and the village provided the inspiration for the fictional settlement of Weatherbury in his novel Far from the Madding Crowd; Weatherbury Farm, the home of principal character Bathsheba Everdene, is based on a manor house within the parish."
Little Bay de Noc,0,Little Bay de Noc is a bay in the Upper Peninsula of the U.S. state of Michigan.
Little Bay de Noc,1,The bay opens into Lake Michigan's Green Bay.
Little Bay de Noc,2,"The bay, consisting of approximately 30,000 acres (120   km²), is enclosed by Delta County."
Little Bay de Noc,3,The cities of Escanaba and Gladstone are on the west side of the bay.
Little Bay de Noc,4,"The bay's name comes from the Noquet (or Noc) Native American people (thought to have been related to the Menominee of the Algonquian language group), who once lived along the shores."
Little Bay de Noc,5,Douglass Houghton came to Sand Point (in Escanaba) in 1844 with his party of government surveyors to chart the land to the north.
Little Bay de Noc,6,"Escanaba has a deep harbor, which made it a lumbering center."
Little Bay de Noc,7,The first sawmill was built there in 1836.
Little Bay de Noc,8,"The bay also shipped iron ore from the rich iron ranges in Michigan's upper peninsula, with the first ore dock built at Escanaba in 1864."
Little Bay de Noc,9,Escanaba was incorporated in 1866.
Little Bay de Noc,10,"A bit further north, Gladstone was founded in 1887 by U.S."
Little Bay de Noc,11,"Senator from Minnesota, William D. Washburn, to serve as a rail - lake terminal for lumber products."
Little Bay de Noc,12,"The Escanaba, Days, Tacoosh, Rapid, and Whitefish rivers all drain into the bay."
Little Bay de Noc,13,Rapid River marks the mouth of the eponymous river and the head of the bay.
The Good Food Institute,0,"The Good Food Institute (GFI) is a U.S.- based 501(c)(3) nonprofit that promotes plant - based meat, dairy, and egg substitutes as well as clean meat (also known as cultured meat) alternatives to the products of conventional animal agriculture."
The Good Food Institute,1,"The organization launched in February 2016 with the vision of creating a healthy, humane, and sustainable food supply."
The Good Food Institute,2,"GFI targets scientists, policymakers, and entrepreneurs to promote plant - based products and cellular agriculture."
The Good Food Institute,3,"The group has conducted activities in Washington D.C., which include filing lawsuits against the FDA and the USDA."
The Good Food Institute,4,"GFI ’s promotion of plant - based and "" clean meat "" has been featured on various news outlets including the Washington Post Magazine and VICE."
The Good Food Institute,5,"According to Co - Founder and Executive Director Bruce Friedrich, “ it ’s likely that, in a few generations, animal slaughter for food will be extremely rare in the developed world. ”"
Retained firefighter,0,"In the United Kingdom and Ireland, a retained firefighter, also known as an RDS Firefighter or on - call firefighter, is a firefighter who does not work full - time but is paid to spend long periods of time on call to respond to emergencies through the Retained Duty System."
Retained firefighter,1,Many have full - time jobs outside of the fire service.
Retained firefighter,2,Retained firefighters are employed and trained by the local fire and rescue service.
Retained firefighter,3,"When required to answer an emergency call, retained firefighters are summoned to the fire station by a radio pager (also known as a "" alerter "")."
Retained firefighter,4,"Once at the station, the crews staff the fire engine and proceed to the incident."
Retained firefighter,5,Retained firefighters are therefore required to live or work near to the fire station they serve.
Retained firefighter,6,This allows them to respond to emergencies within acceptable and strict attendance time targets set out by each fire service.
Retained firefighter,7,"Typically, retained firefighters are employed in rural areas or in large villages or small towns."
Retained firefighter,8,"They provide cover to 90% of the area of the UK - there are 14,000 in England and Wales."
Retained firefighter,9,"Of the approximately 8,500 operational firefighters in Scotland, about 32% are retained."
Retained firefighter,10,"London Fire Brigade, West Midlands Fire Service and Guernsey Fire and Rescue Service are the only three fire and rescue services in the British Islands that do not have any retained firefighters."
Retained firefighter,11,"Unlike volunteer firefighters, retained firefighters are paid."
Retained firefighter,12,"They are paid an annual "" retainer fee "" for being on call and receive further pay for each emergency call they respond to."
Retained firefighter,13,The Fire Brigades Union (FBU) and the Retained Firefighters'Union (RFU) represent the interests of retained firefighters across the country.
Sheng Long,0,"Sheng Long is a character hoax related to the Street Fighter series, created by Electronic Gaming Monthly (EGM) as an April Fools'prank in 1992 (in an issue published mid - February)."
Sheng Long,1,"The joke, based upon a mistranslation that suggested the existence of a character named Sheng Long in the Capcom fighting game Street Fighter II, described a method to fight the character in the game."
Sheng Long,2,"After other publications reprinted the details as fact without verifying the authenticity, the Sheng Long hoax spread worldwide."
Sheng Long,3,"As a result of discussion revolving around the possibility of the character's appearance in Street Fighter III during the game's development, EGM revisited the joke in 1997, printing an updated version of the hoax for the title while establishing a backstory and appearance for the character in the process."
Sheng Long,4,"As a character and a hoax, Sheng Long has been described as one of the most famous and well - known legends related to video gaming by publications such as GameDaily and GameSpot."
Sheng Long,5,"The hoax influenced the creation of both Akuma and Gouken as characters in the Street Fighter series, with the former appearing in Super Street Fighter II Turbo as a secret boss."
Sheng Long,6,"Fan appeal for the character affected later Capcom titles, with public requests for the inclusion of Sheng Long in an actual video game leading to the consideration of his inclusion in the video game and years later resulting in the appearance of Gouken as both a secret boss and playable character in Street Fighter IV."
Moreton Island lighthouses,0,"Moreton Island is a large sand island on the eastern side of Moreton Bay, on the coast of South East Queensland, Australia."
Moreton Island lighthouses,1,"Due to the island's importance in navigating the northern passage into Moreton Bay and Brisbane, at least five lighthouses were constructed on the island, starting with Cape Moreton Light in 1857, the first lighthouse in Queensland, and followed by at least four more lighthouses established from the 1860s, at Comboyuro Point, North Point, Cowan Cowan Point and Yellow Patch."
Moreton Island lighthouses,2,"Comboyuro Point Light, Cowan Cowan Point Light and Yellow Patch Light all had to be moved from their original location due to coastal erosion."
Moreton Island lighthouses,3,"Of the five lighthouses, only Cape Moreton Light survived and is still active today."
Falck Group,0,Falck Group is an Italian company located in Sesto San Giovanni.
Falck Group,1,It was founded in 1906 and is one of the oldest companies in the steel industry.
Falck Group,2,In the 1990s it turned to the production of energy from renewable sources.
Falck Group,3,It was founded in 1906 in Milan by Giorgio Enrico Falck under the name Società anonima Acciaierie e Ferriere Lombarde.
Falck Group,4,The first and most important industrial plants were built in Sesto San Giovanni.
Falck Group,5,In 1931 the company changed its name to Acciaiere e Ferriere Lombarde Falck.
Falck Group,6,"The company produced steel and related products, both processed and semi - finished, for over seventy years until the crisis in the mid - seventies when the company began to decline."
Falck Group,7,Its last furnaces closed in 1995.
Falck Group,8,"At the end of the nineties the Falck Group, still run by the Falck family, turned to the production of renewable energy, through the subsidiary Falck Renewables."
Be Without You,0,""" Be Without You "" is a song by American recording artist Mary J. Blige."
Be Without You,1,"It was written by Johnta Austin, Bryan Michael Cox, Jason Perry and Blige for her seventh studio album, The Breakthrough."
Be Without You,2,"Produced by Cox and Ron Fair, it was released as the album's first official single in late 2005."
Be Without You,3,"Ranking among the most played songs on US radio in the year 2006, the single was certified double - platinum by the RIAA in 2007."
Be Without You,4,"In March 2017, Billboard Magazine ranked "" Be Without You "" as the most successful R&B;/Hip - Hop Song of all time."
Be Without You,5,"It is also one of Mary J. Blige's most successful singles to date, peaking at number three on the Billboard Hot 100."
Be Without You,6,The song was nominated for Record of the Year and Song of the Year and won the Best R&B; Song and Best Female R&B; Vocal Performance categories at the 2007 Grammy Awards.
Cocalico Creek,0,Cocalico Creek is a tributary of the Conestoga River in Lebanon and Lancaster counties in Pennsylvania in the United States.
Cocalico Creek,1,"The source is at an elevation of near Stricklerstown in Millcreek Township, Lebanon County."
Cocalico Creek,2,"The mouth is the confluence with the Conestoga River at an elevation of at Talmage in West Earl Township, Lancaster County."
Cocalico Creek,3,"The name of the creek comes from the Lenape, meaning "" snake dens ""."
Cocalico Creek,4,"It comes from the Lenape word Gookcalicunk (pronounced "" Gook Cal - eek Unk) which means “ Snake Sleep Place ” in English."
Cocalico Creek,5,"The Lenape considered modern East Cocalico, West Cocalico, Clay, Warwick, Elizabeth, and Penn townships, Lancaster County, Mill Creek Township, Lebanon County, and the Middle Creek Wildlife Management Area as part of Gookcalicunk."
Cocalico Creek,6,"Cocalico Creek flows south for, then southwest."
Cocalico Creek,7,The Cocalico Creek watershed has a total area of and is part of the larger Chesapeake Bay drainage basin via the Susquehanna River.
Sparkle (soundtrack),0,"Music from the Warner Bros. Picture "" Sparkle "" is a soundtrack album by American singer Aretha Franklin, written and produced by Curtis Mayfield."
Sparkle (soundtrack),1,"Released on May 27, 1976, the disc is the soundtrack album for the 1976 Warner Bros. motion picture Sparkle, starring Irene Cara."
Sparkle (soundtrack),2,"The songs on the soundtrack feature the instrumental tracks and backing vocals from the film versions, with Franklin's voice taking the place of the original lead vocalists."
Sparkle (soundtrack),3,This album returned Aretha to gold status after two low - selling albums.
Sparkle (soundtrack),4,"The first single release, "" Something He Can Feel "", was a # 1 R&B; hit for her and reached # 28 on the Billboard Hot 100."
Sparkle (soundtrack),5,"However, it was Aretha's only Pop Top 40 hit during the second half of the 1970s."
Sparkle (soundtrack),6,"The album itself reached the Top 20 of Billboards main album chart and was certified Gold for US sales of over 500,000 copies."
Sparkle (soundtrack),7,"In 2009, it was reissued on Rhino Records'budget Flashback Records label."
Sparkle (soundtrack),8,"The songs "" Something He Can Feel "" and "" Hooked on Your Love "" were covered by En Vogue on their 1992 multi - platinum hit album Funky Divas."
Andrew Baines,0,"Andrew Baines (born 17 June 1962) is a notable Australian "" quasi - surrealist painter and installation artist, "" best known for his paintings of politicians in exposed positions and bowler - hatted office workers."
Andrew Baines,1,"He is regarded as "" one of the most recognisable and collectable of Australia's contemporary artists. """
Andrew Baines,2,"Since 2005, he has put Alexander Downer in a red door on the beach; Natasha Stott Despoja, Steven Marshall and Kirsten Alexander, mayor of the City of Charles Sturt in full mayoral gown and gold chains, in the sea, drinking tea; two dozen leaders of various faiths holding hands along the water's edge, including both the Anglican and Catholic Archbishops; arranged for the West Australian Symphony Orchestra to play a symphony in the sea; put a herd of cows in the Indian ocean; stood Malcolm Turnbull and over 100 suited volunteers holding umbrellas aloft in the dawn surf at Bondi Beach, then replicated this with Colin Barnett and suited volunteers at Cottesloe beach; seated twelve suited volunteers on toilets reading papers along the water's edge, including Australian politician and former Ambassador to Italy, Amanda Vanstone; and provided brightly coloured sheep to the SA branch of the United Nations Association of Australia "" to mark the International Year of Family Farming. """
Striker (video game),0,Striker is a soccer video game series first released by Rage Software in 1992.
Striker (video game),1,"Later also for the Commodore Amiga, Amiga CD32, Atari ST, PC, Mega Drive / Genesis, and Super NES."
Striker (video game),2,It was bundled in one of the Amiga 1200 launch packs.
Striker (video game),3,"It was one of the first soccer games to feature a 3D viewpoint, after Simulmondo's I Play 3D Soccer."
Striker (video game),4,"In 1993 it was released in Japan by Coconuts Japan for the Super Famicom as, while the French Super NES version of Striker is known as Eric Cantona Football Challenge, playing on the popularity of French forward Eric Cantona, while the North American Super NES release of Striker was known as."
Striker (video game),5,The Mega Drive and Game Gear versions were branded as Sega Sports Striker.
Striker (video game),6,They were published by SEGA and developed by Rage Software in 1994 and released in 1995.
Lars Sjösten,0,Lars Sjösten (7 May 1941 – October 2011) was a Swedish jazz pianist and composer.
Lars Sjösten,1,Sjösten was born in Oskarshamn.
Lars Sjösten,2,"During the 1960s, he often worked at the jazz restaurant The Golden Circle in Stockholm."
Lars Sjösten,3,"He played with many jazz musicians including Ben Webster, Dexter Gordon, Art Farmer, Wayne Shorter, and Bernt Rosengren."
Lars Sjösten,4,He was the first person to receive the Jan Johansson prize in 1969.
Lars Sjösten,5,Sjösten also played in Lars Gullin's groups.
Lars Sjösten,6,"Sjösten and Gullin became friends and in 1997, Sjösten was given the inaugural Lars Gullin Prize, for his work within the musical heritage of Lars Gullin."
Lars Sjösten,7,"Through the years, Sjösten has led his own groups and also worked as a freelancer and a composer."
Lars Sjösten,8,"He has recorded, and also performed on records with other musicians, such as Dexter Gordon, Ben Webster, Lars Gullin, Benny Bailey, Rolf Ericson, Bjarne Nerem, Bernt Rosengren, Lee Konitz, Putte Wickman."
Lars Sjösten,9,"He has made tours to Paris, Moscow, and Vittoria da Praia (the Azores), as well as within Sweden."
Ladies Night (Atomic Kitten album),0,Ladies Night is the third studio album by English girl group Atomic Kitten released on 10 November 2003.
Ladies Night (Atomic Kitten album),1,""" If You Come to Me "" was released as the lead single from the album on 27 October 2003 followed by the second single "" Ladies'Night "" featuring Kool & the Gang, which was released on 15 December 2003."
Ladies Night (Atomic Kitten album),2,"The third and final single "" Someone like Me "" was released on 29 March 2004 and was the group's official last single following the announcement of their indefinite hiatus, although the album version of the single only contains Liz McClarnon's vocals."
Ladies Night (Atomic Kitten album),3,""" Be with You "" is featured on the album but not listed as a single from the album due to being released a year earlier as a double A - side single with "" The Last Goodbye "", which featured on the group's second album Feels So Good (2002)."
Ladies Night (Atomic Kitten album),4,"The album did not sell as well as their two preceding albums (which were both certified Double Platinum in the UK), but still reached number 5 on the UK Album Chart and achieved Platinum status."
SpaceX South Texas Launch Site,0,"The SpaceX South Texas Launch Site is a spaceport being built at Boca Chica Village near Brownsville, Texas for the private use of Space Exploration Technologies Corporation (SpaceX)."
SpaceX South Texas Launch Site,1,"Its purpose is "" to provide SpaceX an exclusive launch site that would allow the company to accommodate its launch manifest and meet tight launch windows. """
SpaceX South Texas Launch Site,2,"The launch site was originally intended to support launches of the Falcon 9 and Falcon Heavy launch vehicles as well as "" a variety of reusable suborbital launch vehicles "", but SpaceX changed its plans by 2018 and indicated that the site would be used exclusively for BFR."
SpaceX South Texas Launch Site,3,"SpaceX CEO Elon Musk indicated in 2014 that he expected "" commercial astronauts, private astronauts, to be departing from South Texas, "" and he foresaw launching spacecraft to Mars from there."
SpaceX South Texas Launch Site,4,"During 2012 through mid-2014, SpaceX was considering seven potential locations around the United States for the new commercial launch pad."
SpaceX South Texas Launch Site,5,"For much of this period, a parcel of land adjacent to Boca Chica Beach near Brownsville, Texas was the leading candidate location, during an extended period while the US Federal Aviation Administration (FAA) conducted an extensive environmental assessment on the use of the Texas location as a launch site."
SpaceX South Texas Launch Site,6,"Also during this period, SpaceX began acquiring land in the area, purchasing approximately and leasing by July 2014."
SpaceX South Texas Launch Site,7,"SpaceX announced in August 2014, that they had selected the location near Brownsville as the location for the new non - governmental launch site, after the final environmental assessment completed and environmental agreements were in place by July 2014."
SpaceX South Texas Launch Site,8,"When completed, it will become SpaceX's fourth active launch facility, following three launch locations that are leased from the US government."
SpaceX South Texas Launch Site,9,"In April 2013, the best - case estimate was that the first launch might take place in 2016 or 2017, SpaceX conducted a groundbreaking ceremony on the new launch facility in September 2014, and soil preparation began in October 2015., any launches from the site would be no earlier than 2019."
The Ripper (song),0,""" The Ripper "" is a single by British heavy metal band Judas Priest, first released in March 1976."
The Ripper (song),1,It was also featured on their 1976 studio album Sad Wings of Destiny.
The Ripper (song),2,The Ripper is a heavy rocker having a midpart with layered operatic voices.
The Ripper (song),3,"Like "" Epitaph "" it's one of the band's most Queen - inspired songs."
The Ripper (song),4,"It tells the story of "" Jack the Ripper "" from the killer's point of view."
The Ripper (song),5,It has become a fan favorite and is one of the band's signature songs.
The Ripper (song),6,"Glenn Tipton penned the song shortly after joining the band, but producer Rodger Bain rejected including it on their first album Rocka Rolla."
The Ripper (song),7,The original version that Tipton wrote was much longer than the one eventually included on Sad Wings of Destiny at nearly eight minutes as well as played at a slower tempo.
The Ripper (song),8,It can be heard on some early bootlegs from 1975 – 76.
Lone Horn,0,"Lone Horn (Lakota: Hewáŋžiča, or in historical spelling "" Heh - won - ge - chat "" or "" Ha - wón - je - tah ""), also called One Horn (1790   –1877), born in present - day South Dakota), was chief of the Wakpokinyan (Flies Along the Stream) band of the Minneconjou Lakota."
Lone Horn,1,"Lone Horn's sons were Spotted Elk (later known as Big Foot) and Touch the Clouds, and Crazy Horse was his nephew."
Lone Horn,2,"He participated in the signing of the Treaty of Fort Laramie in 1868, which reads "" Heh - won - ge - chat, his x mark, One Horn "" Old Chief Smoke (1774 – 1864) was Lone Horn's maternal uncle."
Lone Horn,3,Lone Horn died near Bear Butte in 1877 from old age.
Lone Horn,4,After Lone Horn's death his adopted son Spotted Elk eventually became chief of the Minneconjou and was later killed along with his people at the Wounded Knee Massacre in 1890.
River City Ransom,0,"River City Ransom, later released as Street Gangs in the PAL regions, is an open world action role - playing beat'em up video game for the Family Computer / NES."
River City Ransom,1,"It was developed by Technōs Japan and originally released in Japan on April 25, 1989."
River City Ransom,2,"It is the third game in Technos'Kunio - kun series released for the console, preceded by Renegade and Super Dodge Ball."
River City Ransom,3,"Like its predecessors, River City Ransom underwent great changes in its storyline and graphical presentation during its localization in order to make the game more palatable in the Western market."
River City Ransom,4,It was one of the first console games published by North American subsidiary American Technos.
River City Ransom,5,"Remakes of the game have been released for the Sharp X68000, PC - Engine Super CD - ROM², and Game Boy Advance (GBA)."
River City Ransom,6,The NES version was re - released for the Nintendo Wii Virtual Console in 2007 as well as the Nintendo Wii U Virtual Console in October 2015.
River City Ransom,7,"It was also released on the Nintendo 3DS Virtual Console in the PAL Regions in July 25, 2013 and in North America in November 14, 2013."
River City Ransom,8,"It was released again on the Nintendo Switch Online Service on it's launch day, September 18, 2018."
Jason Chaffetz,0,"Jason E. Chaffetz (; born March 26, 1967) is an American commentator and politician who served as the U.S. Representative for, from 2009 until 2017."
Jason Chaffetz,1,He was the chairman of the United States House Committee on Oversight and Government Reform from 2015 until 2017.
Jason Chaffetz,2,"During his tenure as a US Representative, his political positions included opposition to the Affordable Care Act, same - sex marriage, and the scientific consensus on climate change."
Jason Chaffetz,3,He has expressed skepticism over mandatory vaccinations and pledged to hold hearings to determine their safety.
Jason Chaffetz,4,He has been a vocal critic of the Obama administration's conduct in the 2012 Benghazi attack.
Jason Chaffetz,5,He has also been critical of Planned Parenthood.
Jason Chaffetz,6,He opposes net neutrality and has held hearings to investigate the FCC's decision to adopt net neutrality rules in 2015.
Jason Chaffetz,7,Chaffetz came to prominence in 2015 for his extensive investigations into Hillary Clinton.
Jason Chaffetz,8,He rescinded his endorsement of Donald Trump in early October 2016 but expressed his intent to vote for him three weeks later.
Jason Chaffetz,9,"Having investigated Hillary Clinton and the Obama administration extensively, Chaffetz drew criticism after the 2016 election for declining to investigate certain potential conflicts of interest relating to President Donald J. Trump, and that of other individuals involved in his 2016 presidential campaign and subsequent presidential administration."
Jason Chaffetz,10,"On April 19, 2017, Chaffetz announced he would not seek re - election in 2018, and on May 18, 2017, announced he would leave the House of Representatives on June 30, 2017."
Jason Chaffetz,11,"Chaffetz signed on as a contributor for Fox News and began with the network on July 1, 2017."
Antonio Adamini,0,"Antonio Adamini (December 25, 1792 in Bigogno, Ticino - June 16, 1846, St. Petersburg) was a Swiss - born Russian architect and engineer."
Antonio Adamini,1,"Of his training little is known, but he was appointed in the late spring of 1816 (some say 1818) with his cousin Domenico Adamini to the court of the Russian Tsar."
Antonio Adamini,2,After furthered his career in the administration and he was the architect of the State Bank in the 1830s.
Antonio Adamini,3,"Adamini's significant structural performance was to construct the 25-meter - high monument to Tsar Alexander, a monolithic granite pillar, the Alexander Column in 1832 and 1834, before the Winter Palace with Auguste de Montferrand."
Antonio Adamini,4,The logistical preparation for this project took four years.
Antonio Adamini,5,Adamini also designed a monument to the Battle of Borodino on the road to Smolensk.
Mamil,0,"Mamil or MAMIL (an acronym standing for "" middle - aged man in lycra "") is someone who rides an expensive racing bicycle for leisure, wearing endurance- and performance - enhancing body - hugging jerseys and shorts."
Mamil,1,The word was reportedly coined by British marketing research firm Mintel in 2010.
Mamil,2,"It gained further popularity in the United Kingdom with the success of Bradley Wiggins in the 2012 Tour de France and at the 2012 Summer Olympics, held in London."
Mamil,3,The UCI World Championships victory in recent years have also spurred interest.
Mamil,4,In Australia the popularity of this sort of cycling has been associated with the Tour Down Under and the 2011 Tour de France winner Cadel Evans.
Mamil,5,"Former Prime Minister Tony Abbott has been described as a "" mamil ""."
Mamil,6,Buying an expensive road bicycle has been described as a more healthy and affordable response to a midlife crisis than buying an expensive sports car.
Mamil,7,There are documentaries investigating this cycling culture.
Mamil,8,"MAMIL is the title of a one - man play by New Zealand playwright Greg Cooper, written for actor Mark Hadlow."
Mamil,9,"It is also the title of a feature - length documentary directed by Nickolas Bird and produced by Bird, Eleanor Sharpe and Mark Bird."
Fursy Teyssier,0,"Fursy Teyssier (born 22 September 1985) is a French songwriter, singer, multi - instrumentalist musician, album cover artist and animated film director."
Fursy Teyssier,1,"He is most known for being the creator, leader, guitarist, bass guitarist and lead vocalist of shoegazing band Les Discrets."
Fursy Teyssier,2,He is currently live bass guitarist for Empyrium.
Fursy Teyssier,3,"He is also the former guitarist and bass guitarist of Amesoeurs, and the former live bassist of Alcest (he also composed and performed "" Abysses "" in Écailles de Lune)."
Fursy Teyssier,4,"Since 27 December 2015 he is a live member of German gothic metal band The Vision Bleak; he previously directed the music video for their song "" The Wood Hag ""."
Fursy Teyssier,5,"As a cover artist, he has made cover art for most of Alcest and Les Discrets'albums, and for various other bands, including Agalloch and Morbid Angel."
Fursy Teyssier,6,He also directed several animated short films.
Kerron Stewart,0,Kerron Stewart (born 16 April 1984) is a Jamaican sprinter who specializes in the 100 metres and 200 metres.
Kerron Stewart,1,She is the 2008 Jamaican national champion in the 100   m clocking 10.80s.
Kerron Stewart,2,She defeated World Champion Veronica Campbell - Brown in the process and now is the 2008 Summer Olympics silver medalist after she tied with Sherone Simpson in a time of 10.98s.
Kerron Stewart,3,She also earned a bronze medal in the 200 metres at the 2008 Summer Olympics with a time of 22.00s.
Kerron Stewart,4,She was born in Kingston.
Kerron Stewart,5,Stewart holds the fastest non - winning time for the women's 100 metres.
Kerron Stewart,6,"In the 2009 World Athletics Championships from Berlin, she ran 10.75 seconds only to finish second to campatriot, Shelly - Ann Fraser who ran a 10.73 race."
Kerron Stewart,7,Stewart also anchored the Jamaican 4x100 m relay team to victory in a time of 42.06.
Barbarian: The Ultimate Warrior,0,"Barbarian: The Ultimate Warrior is a video game first released for Commodore 64 personal computers in 1987; the title was developed and published by Palace Software, and ported to other computers in the following months."
Barbarian: The Ultimate Warrior,1,"The developers licensed the game to Epyx, who published it as Death Sword in the United States."
Barbarian: The Ultimate Warrior,2,Barbarian is a fighting game that gives players control over sword - wielding barbarians.
Barbarian: The Ultimate Warrior,3,"In the game's two - player mode, players pit their characters against each other."
Barbarian: The Ultimate Warrior,4,"Barbarian also has a single - player mode, in which the player's barbarian braves a series of challenges set by an evil wizard to rescue a princess."
Barbarian: The Ultimate Warrior,5,"Instead of using painted artwork for the game's box, Palace Software used photos of hired models."
Barbarian: The Ultimate Warrior,6,"The photos, also used in advertising campaigns, featured Michael Van Wijk (who would later become famous as'Wolf'in the TV series Gladiators) as the hero and bikini - clad Maria Whittaker, a model who was then associated with The Sun tabloid's Page Three topless photo shoots."
Barbarian: The Ultimate Warrior,7,"Palace Software's marketing strategy provoked controversy in the United Kingdom, with protests focused on the sexual aspects of the packaging rather than decapitations and other violence within the game."
Barbarian: The Ultimate Warrior,8,"The ensuing controversy boosted Barbarians profile, helping to make it a commercial success."
Barbarian: The Ultimate Warrior,9,"Game critics were impressed with its fast and furious combat, and dashes of humour."
Barbarian: The Ultimate Warrior,10,"The game was Palace Software's critical hit; boosted by Barbarians success, Palace Software expanded its operations and started publishing other developers'work."
Barbarian: The Ultimate Warrior,11,"In 1988, the company released a sequel,."
E. L. Senanayake,0,Deshamanya Edward Lionel Senanayake (known commonly as E.L Senanayake) (8 August 1920 - 29 January 2000) was a Sri Lankan Politician belonging to the United National Party.
E. L. Senanayake,1,He was the Speaker of the Sri Lankan Parliament.
E. L. Senanayake,2,Senanayake was the Governor of North Central Province and Central Province of Sri Lanka.
E. L. Senanayake,3,He was elected to the Sri Lankan Parliament from Mahanuwara in Kandy.
E. L. Senanayake,4,"He was the son of Gate Mudaliyar James Senanayake and was educated at Trinity College, Kandy and at the University College, Colombo graduating with an honours degree in Economics."
E. L. Senanayake,5,"Having entered politics at the age of 23 after being elected to the Kandy Municipal Council, he went on to serve as Mayor before being elected to Parliament."
Öakse,0,"Öakse (alternately: Öakse laid, or Pärglaid) is an island in the Baltic Sea belonging to the country of Estonia."
Öakse,1,"Öakse comprises 7.6 hectares in area and is located in the Soonlepa Gulf, approximately one km from the Salinõmme Peninsula on the larger island of Hiiumaa to the west and approximately 300   km from the smaller islet of Auklaiust which lies to the west and is administered by Hiiu County."
Öakse,2,The island is part of the Hiiumaa laidude kaitseala (Hiiumma Islets Landscape Reserve).
Öakse,3,"The island of Öakse is elongated in a northwest - southeast direction, and crescent - shaped."
Öakse,4,The shoreline is sinuous and the south - east tip of the island is rocky and concludes with a set of large boulders.
Öakse,5,It is approximately 8.2 meters above sea level.
Öakse,6,"The island is overgrown with various types of reeds, fescue and junipers."
Öakse,7,On the western and eastern edges of the island stand upland forests of elm and juniper.
Remuera,0,"Remuera is an affluent inner city residential suburban area within Auckland, in the North Island of New Zealand."
Remuera,1,It is located four kilometres to the southeast of the city centre.
Remuera,2,"Remuera is one of Auckland's older suburbs characterised by many large houses, often Edwardian or mid 20th century."
Remuera,3,"A prime example of a "" leafy "" suburb, Remuera is noted for its quiet tree lined streets."
Remuera,4,"The suburb has numerous green spaces, most obvious of which is Ōhinerau / Mount Hobson – a volcanic cone with views from the top overlooking Waitematā Harbour and Rangitoto."
Remuera,5,"According to the 2013 census, Remuera has a population of 7,254 people."
Remuera,6,"The suburb extends from Hobson Bay and the Orakei Basin on the Waitematā Harbour to the north and east, to the main thoroughfare of State Highway 1 in the southwest."
Remuera,7,"It is surrounded by the suburbs of Orākei, Meadowbank, Saint Johns, Mount Wellington, Ellerslie, Greenlane, Epsom, Newmarket and Parnell."
Remuera,8,Remuera is home to many well - known New Zealanders including the late Sir Edmund Hillary and the famous race car driver Bruce McLaren.
Mesonauta,0,"Mesonauta, the flag cichlids, is a small genus of cichlids native to the Amazon, Orinoco, Essequibo, Paraná and Paraguay basins in South America."
Mesonauta,1,Mesonauta is included in the subfamily Cichlasomatinae.
Mesonauta,2,"They occur in various freshwater habitats such as streams and lakes, especially in areas with little water movement and aquatic vegetation."
Mesonauta,3,They are generally found in small groups that stay near the water surface.
Mesonauta,4,"To avoid predators, adults may jump out of the water and juveniles mimic leaves."
Mesonauta,5,Some species are popular in the fishkeeping hobby and are frequently kept in aquariums.
Mesonauta,6,"These have traditionally been referred to as M. festivus, but following taxonomic reviews of the genus in 1991 and 1998, the species most often seen in the aquarium trade are M. guyanae, M. insignis and M. mirificus."
Mesonauta,7,"The species are similar in general appearance, but they have different distributions and can be separated by the bars they show on the body when stressed or excited (very faint when relaxed)."
MobileMe,0,"MobileMe (iTools before 2002;.Mac before 2008) is a subscription - based collection of online services and software offered by Apple Inc. All services were gradually transitioned and eventually replaced by iCloud and the service ceased as of June 30, 2012, with transfers to iCloud available until July 31, 2012."
MobileMe,1,"Afterwards, all data was deleted, and the email addresses of accounts not transferred to iCloud were marked as unused."
MobileMe,2,"Originally launched on January 5, 2000, as iTools, a free collection of Internet - based services for users of Mac OS 9, Apple relaunched it as.Mac on July 17, 2002, when it became a paid subscription service primarily designed for users of Mac OS X. Apple relaunched the service again as MobileMe on July 9, 2008 at the Apple Worldwide Developers Conference (WWDC) 2008, now targeting Mac OS X, Microsoft Windows, iPhone, and iPod Touch users."
MobileMe,3,"On February 24, 2011, Apple discontinued offering MobileMe at its retail stores, with MobileMe retail boxes eventually removed from resellers as well."
MobileMe,4,"Additionally, Apple stopped accepting new subscriptions for MobileMe."
MobileMe,5,"On June 6, 2011, Apple announced that a new service called iCloud would replace MobileMe sometime in the fall."
